booking_id,date,room_id,room_type,status,price,guest_count,check_in,check_out,wifi,parking,breakfast,season,occupancy_level,guest_name,country,payment_method,booking_channel,stay_purpose,discount_pct,review_score,special_request
B060066,2025-06-04,R282,Deluxe,Available,317.52,0,,,No,Yes,No,Peak,High,,,,,,1,4.3,
B060067,2025-06-05,R403,Deluxe,No-Show,287.68,1,2025-06-05,2025-06-08,Yes,Yes,Yes,Peak,High,Hans Muller,USA,Credit Card,Travel Agent,Business,11,3.8,Extra towels
B060068,2025-06-04,R233,Standard,Booked,146.46,4,2025-06-04,2025-06-07,No,No,Yes,Peak,High,Hans Muller,USA,Credit Card,Direct,Business,16,4.9,None
B060069,2025-06-26,R101,Standard,Booked,153.41,2,2025-06-26,2025-06-29,Yes,No,Yes,Peak,High,Yuki Tanaka,Japan,Credit Card,Travel Agent,Leisure,19,4.3,None
B060070,2025-06-05,R354,Standard,Booked,149.07,3,2025-06-05,2025-06-10,Yes,No,Yes,Peak,High,Emma Jones,Canada,Cash,Travel Agent,Business,9,3.6,Late check-in
B060071,2025-06-04,R375,Suite,Booked,651.49,2,2025-06-04,2025-06-09,No,Yes,Yes,Peak,High,Marie Dubois,USA,Debit Card,OTA,Business,6,3.8,None
B060072,2025-06-18,R470,Deluxe,Available,328.38,0,,,No,No,No,Peak,High,,,,,,7,3.3,
B060073,2025-06-13,R436,Deluxe,Booked,305.3,4,2025-06-13,2025-06-14,Yes,Yes,Yes,Peak,High,Hans Muller,France,Cash,Travel Agent,Leisure,12,4.8,Late check-in
B060074,2025-06-28,R397,Standard,Cancelled,156.75,2,2025-06-28,2025-07-02,Yes,No,No,Peak,High,John Smith,France,Credit Card,OTA,Business,14,4.4,None
B060075,2025-06-12,R409,Suite,Booked,627.81,3,2025-06-12,2025-06-13,Yes,Yes,Yes,Peak,High,Marie Dubois,France,Credit Card,Direct,Leisure,0,3.8,Late check-in
B060076,2025-06-18,R410,Suite,Available,639.53,0,,,No,Yes,Yes,Peak,High,,,,,,3,4.3,
B060077,2025-06-08,R137,Deluxe,Booked,314.11,1,2025-06-08,2025-06-11,Yes,No,Yes,Peak,High,Hans Muller,Canada,Cash,Direct,Leisure,19,3.4,Extra towels
B060078,2025-06-25,R281,Standard,Booked,153.93,3,2025-06-25,2025-06-30,No,No,Yes,Peak,High,Yuki Tanaka,France,Cash,Travel Agent,Business,7,4.9,Extra towels
B060079,2025-06-08,R436,Suite,Booked,584.57,3,2025-06-08,2025-06-13,No,Yes,Yes,Peak,High,Hans Muller,Canada,Credit Card,OTA,Leisure,1,3.1,Late check-in
B060080,2025-06-22,R156,Suite,Booked,623.67,3,2025-06-22,2025-06-25,No,Yes,Yes,Peak,High,Yuki Tanaka,UK,Credit Card,Travel Agent,Leisure,2,3.3,Late check-in
B060081,2025-06-03,R259,Standard,No-Show,138.73,4,2025-06-03,2025-06-07,Yes,No,Yes,Peak,High,Hans Muller,USA,Credit Card,Travel Agent,Leisure,2,3.2,Extra towels
B060082,2025-06-10,R269,Standard,Booked,139.37,3,2025-06-10,2025-06-12,No,No,Yes,Peak,High,Yuki Tanaka,Germany,Debit Card,Travel Agent,Leisure,16,3.1,Late check-in
B060083,2025-06-24,R172,Deluxe,Booked,314.27,2,2025-06-24,2025-06-28,No,Yes,Yes,Peak,High,John Smith,France,Debit Card,OTA,Leisure,4,4.6,Late check-in
B060084,2025-06-21,R376,Standard,Booked,137.56,4,2025-06-21,2025-06-22,No,No,No,Peak,High,John Smith,Japan,Credit Card,Direct,Business,11,3.4,Extra towels
B060085,2025-06-18,R169,Standard,Booked,162.45,3,2025-06-18,2025-06-19,No,No,Yes,Peak,High,Hans Muller,USA,Cash,OTA,Business,12,3.1,None
B060086,2025-06-05,R150,Deluxe,Booked,289.2,4,2025-06-05,2025-06-08,Yes,Yes,No,Peak,High,Hans Muller,Japan,Cash,OTA,Business,5,3.8,Late check-in
B060087,2025-06-01,R487,Suite,Booked,645.47,4,2025-06-01,2025-06-06,Yes,No,No,Peak,High,Hans Muller,Japan,Credit Card,Travel Agent,Business,2,3.4,Late check-in
B060088,2025-06-25,R420,Suite,Booked,629.64,2,2025-06-25,2025-06-28,No,No,Yes,Peak,High,Hans Muller,Japan,Credit Card,Direct,Leisure,10,4.6,Late check-in
B060089,2025-06-02,R358,Standard,Booked,158.83,2,2025-06-02,2025-06-07,Yes,No,No,Peak,High,Marie Dubois,USA,Debit Card,Direct,Leisure,16,4.0,None
B060090,2025-06-04,R205,Standard,Booked,153.65,4,2025-06-04,2025-06-09,No,Yes,No,Peak,High,John Smith,Canada,Cash,OTA,Leisure,13,3.8,Late check-in
B060091,2025-06-24,R345,Suite,Available,596.56,0,,,No,Yes,No,Peak,High,,,,,,19,4.5,
B060092,2025-06-27,R292,Deluxe,Booked,320.81,1,2025-06-27,2025-06-28,Yes,No,Yes,Peak,High,Emma Jones,USA,Debit Card,Direct,Leisure,6,5.0,Extra towels
B060093,2025-06-27,R442,Suite,Booked,653.1,2,2025-06-27,2025-07-02,No,Yes,No,Peak,High,Marie Dubois,France,Credit Card,Direct,Leisure,4,3.2,Late check-in
B060094,2025-06-03,R497,Suite,Booked,648.41,3,2025-06-03,2025-06-05,Yes,No,Yes,Peak,High,Hans Muller,Germany,Debit Card,Travel Agent,Leisure,10,3.6,Extra towels
B060095,2025-06-25,R239,Suite,Booked,597.03,4,2025-06-25,2025-06-30,Yes,No,No,Peak,High,Emma Jones,Canada,Credit Card,Travel Agent,Business,13,4.4,Late check-in
B060096,2025-06-20,R201,Standard,Booked,140.64,3,2025-06-20,2025-06-25,Yes,No,No,Peak,High,Hans Muller,Germany,Credit Card,OTA,Business,5,3.4,Late check-in
B060097,2025-06-10,R469,Suite,Booked,602.04,4,2025-06-10,2025-06-13,No,Yes,Yes,Peak,High,Hans Muller,Japan,Credit Card,Travel Agent,Leisure,9,3.7,Extra towels
B060098,2025-06-12,R265,Suite,Booked,651.27,1,2025-06-12,2025-06-15,No,Yes,Yes,Peak,High,John Smith,Canada,Credit Card,Travel Agent,Business,12,3.9,Extra towels
B060099,2025-06-20,R109,Deluxe,Booked,298.26,2,2025-06-20,2025-06-25,No,No,No,Peak,High,Marie Dubois,UK,Cash,OTA,Leisure,12,3.4,None
B060100,2025-06-23,R345,Standard,Available,163.84,0,,,No,Yes,Yes,Peak,High,,,,,,3,4.3,
B060101,2025-06-02,R227,Standard,Booked,150.45,2,2025-06-02,2025-06-07,Yes,No,Yes,Peak,High,John Smith,France,Credit Card,Direct,Leisure,20,4.3,Extra towels
B060102,2025-06-25,R235,Deluxe,Booked,280.58,2,2025-06-25,2025-06-30,No,Yes,No,Peak,High,Emma Jones,USA,Debit Card,Travel Agent,Leisure,19,3.5,Extra towels
B060103,2025-06-07,R148,Deluxe,Available,303.34,0,,,Yes,Yes,Yes,Peak,High,,,,,,8,3.4,
B060104,2025-06-28,R259,Suite,Available,597.39,0,,,No,Yes,No,Peak,High,,,,,,0,4.2,
B060105,2025-06-10,R177,Deluxe,Booked,325.6,3,2025-06-10,2025-06-11,Yes,Yes,No,Peak,High,Emma Jones,USA,Cash,Direct,Business,14,3.6,Late check-in
B060106,2025-06-11,R224,Deluxe,Booked,279.68,3,2025-06-11,2025-06-14,No,Yes,Yes,Peak,High,John Smith,UK,Cash,Travel Agent,Leisure,11,3.9,None
B060107,2025-06-01,R104,Deluxe,Booked,279.32,2,2025-06-01,2025-06-06,Yes,Yes,No,Peak,High,Hans Muller,Germany,Cash,Direct,Business,6,3.7,Late check-in
B060108,2025-06-02,R224,Suite,Available,572.26,0,,,No,Yes,Yes,Peak,High,,,,,,7,3.8,
B060109,2025-06-03,R499,Suite,Cancelled,657.63,3,2025-06-03,2025-06-04,Yes,Yes,No,Peak,High,John Smith,UK,Debit Card,Travel Agent,Business,19,4.1,Extra towels
B060110,2025-06-03,R223,Suite,Booked,617.07,3,2025-06-03,2025-06-08,No,No,No,Peak,High,Yuki Tanaka,UK,Cash,Direct,Business,3,3.7,Extra towels
B060111,2025-06-01,R385,Deluxe,Booked,325.38,1,2025-06-01,2025-06-04,Yes,Yes,No,Peak,High,John Smith,Japan,Credit Card,OTA,Business,9,3.3,Extra towels
B060112,2025-06-02,R328,Suite,Cancelled,644.39,2,2025-06-02,2025-06-06,Yes,No,Yes,Peak,High,John Smith,France,Credit Card,Direct,Leisure,12,3.7,Extra towels
B060113,2025-06-05,R477,Deluxe,Booked,309.82,4,2025-06-05,2025-06-09,No,Yes,Yes,Peak,High,Yuki Tanaka,Germany,Debit Card,Travel Agent,Leisure,11,3.4,None
B060114,2025-06-18,R450,Deluxe,Booked,283.71,3,2025-06-18,2025-06-22,No,No,Yes,Peak,High,Marie Dubois,UK,Debit Card,Direct,Leisure,8,4.4,Late check-in
B060115,2025-06-17,R356,Standard,Available,159.85,0,,,No,No,Yes,Peak,High,,,,,,4,4.0,
B060116,2025-06-16,R142,Deluxe,Booked,284.96,4,2025-06-16,2025-06-18,Yes,Yes,No,Peak,High,Marie Dubois,USA,Credit Card,Direct,Leisure,20,3.2,Late check-in
B060117,2025-06-12,R469,Standard,Available,159.82,0,,,No,No,No,Peak,High,,,,,,1,4.9,
B060118,2025-06-22,R351,Deluxe,Booked,310.78,1,2025-06-22,2025-06-26,No,No,No,Peak,High,Hans Muller,Germany,Credit Card,Direct,Business,18,4.0,Late check-in
B060119,2025-06-20,R122,Standard,Booked,154.5,2,2025-06-20,2025-06-21,Yes,Yes,No,Peak,High,John Smith,France,Cash,Travel Agent,Business,1,3.9,Extra towels
B060120,2025-06-23,R343,Suite,Booked,608.93,2,2025-06-23,2025-06-24,No,No,No,Peak,High,Emma Jones,USA,Debit Card,OTA,Business,18,4.9,None
B060121,2025-06-20,R246,Standard,Booked,148.01,4,2025-06-20,2025-06-25,Yes,Yes,No,Peak,High,Hans Muller,Germany,Debit Card,Travel Agent,Business,11,4.6,Extra towels
B060122,2025-06-07,R183,Deluxe,Booked,326.44,4,2025-06-07,2025-06-12,Yes,No,Yes,Peak,High,John Smith,Japan,Credit Card,Direct,Business,19,4.2,Extra towels
B060123,2025-06-18,R223,Deluxe,Booked,306.96,2,2025-06-18,2025-06-22,Yes,Yes,Yes,Peak,High,Emma Jones,Canada,Credit Card,Direct,Leisure,1,3.5,Extra towels
B060124,2025-06-20,R399,Suite,Booked,651.05,3,2025-06-20,2025-06-24,Yes,Yes,No,Peak,High,Emma Jones,USA,Debit Card,Travel Agent,Business,14,3.8,None
B060125,2025-06-06,R118,Standard,Booked,161.0,3,2025-06-06,2025-06-09,Yes,No,Yes,Peak,High,Emma Jones,Germany,Cash,Travel Agent,Leisure,17,3.1,Late check-in
B060126,2025-06-01,R481,Deluxe,Booked,273.53,3,2025-06-01,2025-06-06,No,No,Yes,Peak,High,Emma Jones,USA,Debit Card,Travel Agent,Leisure,17,4.9,Late check-in
B060127,2025-06-22,R406,Standard,Booked,145.56,1,2025-06-22,2025-06-27,No,Yes,Yes,Peak,High,Yuki Tanaka,Germany,Debit Card,OTA,Leisure,16,3.9,Extra towels
B060128,2025-06-14,R466,Standard,Available,136.92,0,,,Yes,Yes,No,Peak,High,,,,,,13,3.5,
B060129,2025-06-19,R158,Standard,Booked,150.74,2,2025-06-19,2025-06-22,No,Yes,No,Peak,High,Yuki Tanaka,Canada,Cash,OTA,Leisure,1,3.7,None
B060130,2025-06-21,R317,Standard,Booked,162.8,4,2025-06-21,2025-06-25,No,No,Yes,Peak,High,Emma Jones,Japan,Credit Card,OTA,Leisure,16,4.8,None
B060131,2025-06-25,R411,Suite,Booked,652.24,2,2025-06-25,2025-06-29,No,No,Yes,Peak,High,Yuki Tanaka,France,Cash,OTA,Leisure,16,5.0,Extra towels
B060132,2025-06-09,R387,Standard,Booked,157.2,4,2025-06-09,2025-06-12,No,No,No,Peak,High,Yuki Tanaka,Japan,Credit Card,Travel Agent,Business,19,3.5,None
B060133,2025-06-28,R107,Suite,Booked,586.48,1,2025-06-28,2025-07-01,No,Yes,No,Peak,High,Hans Muller,UK,Cash,OTA,Leisure,2,3.5,Extra towels
B060134,2025-06-27,R452,Standard,Booked,155.39,4,2025-06-27,2025-06-29,Yes,No,Yes,Peak,High,Yuki Tanaka,France,Cash,Direct,Leisure,9,3.7,None
B060135,2025-06-12,R167,Suite,Booked,554.57,1,2025-06-12,2025-06-13,No,No,Yes,Peak,High,Emma Jones,France,Debit Card,Direct,Leisure,18,3.1,None
B060136,2025-06-12,R248,Suite,Booked,614.11,4,2025-06-12,2025-06-17,Yes,Yes,No,Peak,High,Marie Dubois,UK,Cash,OTA,Business,9,5.0,None
B060137,2025-06-17,R198,Suite,Available,591.61,0,,,No,Yes,No,Peak,High,,,,,,11,4.6,
B060138,2025-06-19,R275,Standard,Booked,150.7,4,2025-06-19,2025-06-23,No,Yes,Yes,Peak,High,Yuki Tanaka,Canada,Cash,OTA,Business,16,3.6,None
B060139,2025-06-19,R317,Standard,Booked,154.8,2,2025-06-19,2025-06-20,Yes,No,Yes,Peak,High,Hans Muller,UK,Debit Card,Travel Agent,Business,2,3.2,None
B060140,2025-06-27,R213,Standard,Cancelled,135.42,3,2025-06-27,2025-06-30,Yes,Yes,Yes,Peak,High,Emma Jones,France,Credit Card,Travel Agent,Business,17,4.3,Extra towels
B060141,2025-06-16,R288,Deluxe,Booked,308.85,2,2025-06-16,2025-06-20,No,No,No,Peak,High,Emma Jones,UK,Cash,OTA,Leisure,2,4.6,None
B060142,2025-06-25,R438,Standard,Available,154.21,0,,,No,Yes,No,Peak,High,,,,,,6,4.2,
B060143,2025-06-23,R178,Deluxe,Booked,315.77,1,2025-06-23,2025-06-25,No,No,Yes,Peak,High,Yuki Tanaka,Japan,Credit Card,OTA,Leisure,9,3.7,None
B060144,2025-06-04,R465,Suite,Booked,631.95,3,2025-06-04,2025-06-09,Yes,Yes,Yes,Peak,High,Yuki Tanaka,Japan,Credit Card,Travel Agent,Leisure,17,5.0,Extra towels
B060145,2025-06-03,R297,Deluxe,No-Show,322.62,2,2025-06-03,2025-06-04,Yes,No,No,Peak,High,Yuki Tanaka,UK,Credit Card,OTA,Leisure,0,4.1,Extra towels
B060146,2025-06-23,R364,Suite,No-Show,585.23,1,2025-06-23,2025-06-24,No,Yes,No,Peak,High,Emma Jones,USA,Debit Card,Direct,Leisure,19,4.9,None
B060147,2025-06-21,R113,Suite,Booked,624.35,4,2025-06-21,2025-06-24,Yes,No,Yes,Peak,High,Yuki Tanaka,USA,Credit Card,OTA,Leisure,0,3.0,Extra towels
B060148,2025-06-04,R219,Deluxe,Booked,326.54,1,2025-06-04,2025-06-07,No,No,Yes,Peak,High,Hans Muller,USA,Credit Card,Travel Agent,Leisure,2,4.0,Late check-in
B060149,2025-06-26,R403,Suite,Booked,553.52,4,2025-06-26,2025-06-30,Yes,No,Yes,Peak,High,Emma Jones,UK,Cash,OTA,Leisure,5,3.9,Extra towels
B060150,2025-06-17,R389,Suite,Cancelled,542.61,1,2025-06-17,2025-06-20,No,Yes,No,Peak,High,Emma Jones,Japan,Cash,Direct,Leisure,8,3.1,None
B060151,2025-06-22,R201,Suite,Booked,616.76,4,2025-06-22,2025-06-25,No,No,Yes,Peak,High,Yuki Tanaka,Canada,Cash,Direct,Business,13,4.5,Extra towels
B060152,2025-06-11,R123,Suite,Booked,645.88,2,2025-06-11,2025-06-14,Yes,No,Yes,Peak,High,Marie Dubois,France,Cash,Travel Agent,Business,17,4.8,Extra towels
B060153,2025-06-04,R413,Standard,Cancelled,145.92,2,2025-06-04,2025-06-07,No,No,Yes,Peak,High,Hans Muller,USA,Cash,OTA,Leisure,13,4.2,Extra towels
B060154,2025-06-26,R357,Deluxe,Booked,291.5,2,2025-06-26,2025-06-27,Yes,No,No,Peak,High,Marie Dubois,UK,Credit Card,Direct,Business,2,4.6,Late check-in
B060155,2025-06-28,R220,Suite,Booked,631.09,3,2025-06-28,2025-07-01,No,Yes,No,Peak,High,Yuki Tanaka,Germany,Cash,Direct,Business,12,4.3,None
B060156,2025-06-13,R390,Standard,Cancelled,145.97,2,2025-06-13,2025-06-17,No,Yes,No,Peak,High,John Smith,USA,Credit Card,Travel Agent,Leisure,10,4.5,None
