booking_id,date,room_id,room_type,status,price,guest_count,check_in,check_out,wifi,parking,breakfast,season,occupancy_level,guest_name,country,payment_method,booking_channel,stay_purpose,discount_pct,review_score,special_request
B020036,2025-02-14,R462,Deluxe,Cancelled,257.29,4,2025-02-14,2025-02-19,Yes,Yes,No,Moderate,Medium,Emma Jones,UK,Debit Card,Direct,Business,18,4.2,Extra towels
B020037,2025-02-04,R402,Standard,Booked,116.58,2,2025-02-04,2025-02-06,No,No,No,Moderate,Medium,Marie Dubois,UK,Debit Card,OTA,Leisure,0,4.4,Late check-in
B020038,2025-02-07,R474,Deluxe,Cancelled,226.82,3,2025-02-07,2025-02-10,No,Yes,Yes,Moderate,Medium,Hans Muller,Canada,Cash,Direct,Business,1,4.0,Extra towels
B020039,2025-02-05,R242,Deluxe,Booked,248.48,3,2025-02-05,2025-02-09,No,Yes,No,Moderate,Medium,Yuki Tanaka,USA,Cash,OTA,Business,12,4.9,None
B020040,2025-02-11,R257,Suite,Available,494.86,0,,,No,Yes,No,Moderate,Medium,,,,,,5,3.8,
B020041,2025-02-12,R481,Deluxe,Booked,239.07,2,2025-02-12,2025-02-17,No,No,Yes,Moderate,Medium,Hans Muller,USA,Cash,OTA,Business,8,3.8,Extra towels
B020042,2025-02-22,R423,Deluxe,Booked,243.01,2,2025-02-22,2025-02-26,No,Yes,No,Moderate,Medium,Hans Muller,France,Debit Card,Direct,Business,3,3.1,Late check-in
B020043,2025-02-26,R336,Suite,Booked,433.37,2,2025-02-26,2025-02-28,Yes,Yes,No,Moderate,Medium,Yuki Tanaka,Canada,Cash,Travel Agent,Business,0,3.2,None
B020044,2025-02-17,R452,Suite,Available,437.71,0,,,No,No,No,Moderate,Medium,,,,,,15,3.2,
B020045,2025-02-01,R462,Standard,Available,109.48,0,,,No,No,Yes,Moderate,Medium,,,,,,20,4.3,
B020046,2025-02-23,R209,Standard,Booked,118.19,3,2025-02-23,2025-02-26,Yes,Yes,No,Moderate,Medium,Marie Dubois,Germany,Cash,OTA,Leisure,16,3.7,Extra towels
B020047,2025-02-03,R305,Deluxe,Booked,236.09,3,2025-02-03,2025-02-04,Yes,No,Yes,Moderate,Medium,Emma Jones,Germany,Debit Card,Travel Agent,Business,10,3.3,Extra towels
B020048,2025-02-26,R497,Standard,Booked,113.3,1,2025-02-26,2025-03-03,No,Yes,No,Moderate,Medium,Hans Muller,UK,Cash,Travel Agent,Leisure,15,4.8,Late check-in
B020049,2025-02-18,R191,Standard,Cancelled,118.88,4,2025-02-18,2025-02-20,Yes,No,No,Moderate,Medium,Emma Jones,France,Cash,Travel Agent,Business,17,3.3,None
B020050,2025-02-19,R364,Standard,Available,127.86,0,,,No,Yes,No,Moderate,Medium,,,,,,12,4.6,
B020051,2025-02-19,R347,Deluxe,Cancelled,221.37,4,2025-02-19,2025-02-20,Yes,Yes,No,Moderate,Medium,Hans Muller,USA,Credit Card,Direct,Business,4,4.3,None
B020052,2025-02-11,R180,Deluxe,Booked,218.5,2,2025-02-11,2025-02-13,No,No,No,Moderate,Medium,Yuki Tanaka,USA,Credit Card,OTA,Business,3,4.8,Late check-in
B020053,2025-02-12,R326,Standard,Booked,123.51,1,2025-02-12,2025-02-17,No,No,No,Moderate,Medium,Emma Jones,Germany,Cash,Travel Agent,Business,5,3.1,None
B020054,2025-02-05,R108,Deluxe,Cancelled,230.19,4,2025-02-05,2025-02-07,Yes,Yes,Yes,Moderate,Medium,Marie Dubois,France,Credit Card,Travel Agent,Business,14,4.7,None
B020055,2025-02-12,R305,Deluxe,Available,246.89,0,,,No,Yes,Yes,Moderate,Medium,,,,,,7,4.4,
B020056,2025-02-02,R368,Standard,Available,112.41,0,,,Yes,Yes,No,Moderate,Medium,,,,,,1,4.6,
B020057,2025-02-14,R222,Standard,Available,121.68,0,,,No,Yes,Yes,Moderate,Medium,,,,,,5,3.3,
B020058,2025-02-21,R160,Deluxe,Cancelled,261.52,2,2025-02-21,2025-02-26,No,No,No,Moderate,Medium,Hans Muller,Japan,Debit Card,Travel Agent,Business,14,4.1,Extra towels
B020059,2025-02-23,R371,Deluxe,Booked,245.52,2,2025-02-23,2025-02-26,Yes,Yes,No,Moderate,Medium,John Smith,Canada,Cash,Travel Agent,Business,2,4.9,Extra towels
B020060,2025-02-03,R408,Standard,Available,115.81,0,,,Yes,No,Yes,Moderate,Medium,,,,,,13,4.7,
B020061,2025-02-26,R151,Suite,Booked,493.27,4,2025-02-26,2025-02-28,Yes,No,No,Moderate,Medium,John Smith,France,Debit Card,Direct,Business,13,3.7,Late check-in
B020062,2025-02-19,R137,Deluxe,Booked,241.68,4,2025-02-19,2025-02-22,Yes,Yes,No,Moderate,Medium,Emma Jones,France,Debit Card,Direct,Business,20,4.9,None
B020063,2025-02-14,R368,Deluxe,Cancelled,262.75,3,2025-02-14,2025-02-17,Yes,Yes,No,Moderate,Medium,Hans Muller,UK,Debit Card,Travel Agent,Business,0,3.1,None
B020064,2025-02-02,R127,Standard,Booked,122.79,4,2025-02-02,2025-02-04,Yes,No,No,Moderate,Medium,John Smith,Germany,Credit Card,Direct,Business,7,3.9,None
B020065,2025-02-14,R295,Standard,Cancelled,109.55,3,2025-02-14,2025-02-19,Yes,No,No,Moderate,Medium,Marie Dubois,Germany,Cash,Travel Agent,Business,13,3.7,Late check-in
B020066,2025-02-21,R221,Deluxe,Cancelled,221.18,2,2025-02-21,2025-02-25,No,No,No,Moderate,Medium,Yuki Tanaka,Japan,Cash,OTA,Leisure,3,3.2,Late check-in
B020067,2025-02-10,R308,Suite,Booked,520.47,4,2025-02-10,2025-02-12,Yes,Yes,No,Moderate,Medium,Yuki Tanaka,UK,Cash,Direct,Business,20,3.8,Extra towels
B020068,2025-02-12,R498,Standard,Available,113.06,0,,,Yes,Yes,No,Moderate,Medium,,,,,,10,3.4,
B020069,2025-02-12,R498,Deluxe,Booked,256.41,4,2025-02-12,2025-02-16,Yes,Yes,No,Moderate,Medium,Emma Jones,Japan,Cash,Travel Agent,Business,12,4.1,Extra towels
B020070,2025-02-27,R222,Suite,Available,518.5,0,,,No,No,Yes,Moderate,Medium,,,,,,5,3.8,
B020071,2025-02-20,R466,Standard,Booked,113.99,2,2025-02-20,2025-02-21,Yes,Yes,No,Moderate,Medium,Yuki Tanaka,UK,Cash,Direct,Business,13,4.3,None
B020072,2025-02-22,R274,Deluxe,Available,230.9,0,,,No,No,Yes,Moderate,Medium,,,,,,17,4.5,
B020073,2025-02-22,R259,Standard,Available,131.18,0,,,No,Yes,Yes,Moderate,Medium,,,,,,19,3.1,
B020074,2025-02-17,R216,Standard,Available,121.71,0,,,No,Yes,Yes,Moderate,Medium,,,,,,3,3.5,
B020075,2025-02-17,R119,Suite,Booked,472.55,2,2025-02-17,2025-02-22,Yes,No,No,Moderate,Medium,Emma Jones,UK,Credit Card,Travel Agent,Leisure,0,4.8,None
B020076,2025-02-17,R209,Standard,Booked,126.78,1,2025-02-17,2025-02-20,Yes,No,No,Moderate,Medium,Emma Jones,Japan,Debit Card,Travel Agent,Business,12,4.0,Late check-in
B020077,2025-02-03,R141,Deluxe,Available,262.22,0,,,Yes,Yes,No,Moderate,Medium,,,,,,10,4.5,
B020078,2025-02-14,R196,Suite,Booked,458.29,3,2025-02-14,2025-02-19,No,No,No,Moderate,Medium,Emma Jones,France,Cash,Travel Agent,Business,4,4.9,Late check-in
B020079,2025-02-22,R310,Deluxe,Booked,249.58,2,2025-02-22,2025-02-26,Yes,Yes,No,Moderate,Medium,Marie Dubois,Japan,Cash,Travel Agent,Business,12,4.9,Extra towels
B020080,2025-02-12,R427,Suite,Booked,457.78,4,2025-02-12,2025-02-16,No,Yes,No,Moderate,Medium,Emma Jones,Japan,Debit Card,Direct,Leisure,17,4.0,Late check-in
B020081,2025-02-17,R337,Deluxe,Booked,236.81,3,2025-02-17,2025-02-19,Yes,No,No,Moderate,Medium,Marie Dubois,Canada,Cash,Travel Agent,Business,2,3.4,Extra towels
B020082,2025-02-24,R118,Suite,Cancelled,492.53,2,2025-02-24,2025-02-28,No,Yes,Yes,Moderate,Medium,John Smith,Canada,Cash,OTA,Leisure,19,3.6,Extra towels
B020083,2025-02-14,R355,Standard,Booked,121.08,3,2025-02-14,2025-02-18,No,Yes,Yes,Moderate,Medium,Emma Jones,France,Credit Card,OTA,Leisure,13,3.3,None
B020084,2025-02-01,R436,Suite,Available,505.32,0,,,No,Yes,No,Moderate,Medium,,,,,,17,3.4,
B020085,2025-02-10,R309,Suite,Booked,486.22,2,2025-02-10,2025-02-15,Yes,Yes,Yes,Moderate,Medium,Yuki Tanaka,Japan,Credit Card,Travel Agent,Business,7,3.7,None
B020086,2025-02-12,R366,Standard,Cancelled,126.57,2,2025-02-12,2025-02-15,No,Yes,Yes,Moderate,Medium,Marie Dubois,Japan,Debit Card,OTA,Leisure,12,3.8,Late check-in
B020087,2025-02-01,R495,Deluxe,Booked,255.08,3,2025-02-01,2025-02-05,No,Yes,No,Moderate,Medium,Yuki Tanaka,France,Credit Card,Direct,Leisure,14,3.2,None
B020088,2025-02-26,R122,Standard,Available,117.22,0,,,No,Yes,Yes,Moderate,Medium,,,,,,7,4.9,
B020089,2025-02-11,R104,Standard,Booked,119.58,3,2025-02-11,2025-02-14,Yes,Yes,Yes,Moderate,Medium,Emma Jones,UK,Credit Card,Travel Agent,Business,17,3.2,Extra towels
B020090,2025-02-06,R285,Standard,Booked,111.9,2,2025-02-06,2025-02-10,Yes,Yes,No,Moderate,Medium,John Smith,Germany,Cash,Travel Agent,Leisure,19,4.0,Extra towels
B020091,2025-02-14,R298,Suite,Available,499.88,0,,,No,Yes,No,Moderate,Medium,,,,,,3,3.7,
B020092,2025-02-09,R179,Standard,Available,125.29,0,,,No,Yes,No,Moderate,Medium,,,,,,5,3.2,
B020093,2025-02-01,R425,Suite,Booked,465.35,4,2025-02-01,2025-02-05,No,Yes,No,Moderate,Medium,John Smith,Germany,Cash,Direct,Leisure,6,4.3,Late check-in
B020094,2025-02-02,R108,Standard,Booked,129.41,3,2025-02-02,2025-02-05,No,No,No,Moderate,Medium,John Smith,Germany,Cash,OTA,Leisure,0,4.4,Extra towels
B020095,2025-02-02,R188,Standard,Cancelled,132.0,2,2025-02-02,2025-02-04,No,No,Yes,Moderate,Medium,Hans Muller,Canada,Cash,Direct,Business,14,3.7,Late check-in
B020096,2025-02-02,R449,Deluxe,Booked,219.1,1,2025-02-02,2025-02-07,Yes,Yes,No,Moderate,Medium,Yuki Tanaka,Japan,Credit Card,Direct,Leisure,18,4.0,Late check-in
B020097,2025-02-26,R497,Deluxe,Available,232.89,0,,,Yes,No,Yes,Moderate,Medium,,,,,,18,4.2,
B020098,2025-02-27,R356,Deluxe,Booked,221.91,3,2025-02-27,2025-03-02,No,Yes,No,Moderate,Medium,Hans Muller,Canada,Credit Card,OTA,Leisure,10,3.7,None
B020099,2025-02-08,R126,Deluxe,No-Show,233.74,1,2025-02-08,2025-02-09,Yes,No,No,Moderate,Medium,Marie Dubois,UK,Credit Card,OTA,Leisure,13,3.1,Extra towels
B020100,2025-02-05,R500,Suite,Cancelled,507.28,1,2025-02-05,2025-02-09,No,No,Yes,Moderate,Medium,Marie Dubois,Canada,Credit Card,Direct,Business,5,3.6,Late check-in
B020101,2025-02-05,R342,Standard,Booked,120.85,2,2025-02-05,2025-02-08,No,No,Yes,Moderate,Medium,Emma Jones,France,Debit Card,Direct,Business,16,3.4,Late check-in
B020102,2025-02-07,R324,Deluxe,Available,254.76,0,,,No,No,No,Moderate,Medium,,,,,,19,4.3,
B020103,2025-02-04,R357,Standard,Cancelled,128.49,3,2025-02-04,2025-02-06,No,Yes,No,Moderate,Medium,John Smith,Japan,Debit Card,Travel Agent,Leisure,4,4.9,Extra towels
B020104,2025-02-08,R264,Suite,Available,450.12,0,,,Yes,No,Yes,Moderate,Medium,,,,,,15,4.6,
B020105,2025-02-14,R286,Standard,Booked,119.76,4,2025-02-14,2025-02-18,No,Yes,No,Moderate,Medium,Marie Dubois,Canada,Credit Card,OTA,Leisure,17,4.7,Extra towels
B020106,2025-02-24,R347,Deluxe,Available,216.94,0,,,No,Yes,No,Moderate,Medium,,,,,,5,3.8,
B020107,2025-02-13,R389,Standard,Booked,114.61,4,2025-02-13,2025-02-15,Yes,Yes,No,Moderate,Medium,Marie Dubois,UK,Credit Card,Travel Agent,Leisure,16,3.4,None
B020108,2025-02-25,R338,Suite,No-Show,479.13,4,2025-02-25,2025-03-01,No,Yes,No,Moderate,Medium,Emma Jones,UK,Credit Card,OTA,Leisure,1,3.2,Extra towels
B020109,2025-02-10,R414,Suite,Booked,523.75,4,2025-02-10,2025-02-14,Yes,Yes,Yes,Moderate,Medium,Yuki Tanaka,Japan,Credit Card,OTA,Leisure,8,3.2,Extra towels
B020110,2025-02-25,R234,Standard,Cancelled,110.0,3,2025-02-25,2025-03-02,Yes,Yes,No,Moderate,Medium,Yuki Tanaka,France,Credit Card,Travel Agent,Leisure,17,3.9,None
B020111,2025-02-20,R201,Suite,Booked,485.49,1,2025-02-20,2025-02-24,No,Yes,Yes,Moderate,Medium,Yuki Tanaka,Japan,Debit Card,OTA,Business,7,3.2,None
B020112,2025-02-12,R441,Deluxe,Available,234.62,0,,,No,Yes,No,Moderate,Medium,,,,,,15,5.0,
B020113,2025-02-01,R262,Standard,Available,114.17,0,,,Yes,No,No,Moderate,Medium,,,,,,7,4.5,
B020114,2025-02-18,R426,Suite,Booked,495.55,1,2025-02-18,2025-02-22,Yes,Yes,Yes,Moderate,Medium,John Smith,USA,Debit Card,Direct,Leisure,15,3.0,Late check-in
B020115,2025-02-14,R373,Deluxe,Cancelled,263.47,1,2025-02-14,2025-02-16,Yes,Yes,No,Moderate,Medium,Marie Dubois,USA,Cash,OTA,Business,6,4.5,Extra towels
B020116,2025-02-18,R178,Suite,Booked,488.35,1,2025-02-18,2025-02-21,No,Yes,Yes,Moderate,Medium,Emma Jones,Germany,Credit Card,OTA,Business,14,3.3,Late check-in
B020117,2025-02-19,R342,Deluxe,Booked,260.93,3,2025-02-19,2025-02-21,No,Yes,Yes,Moderate,Medium,John Smith,UK,Credit Card,Travel Agent,Leisure,14,4.1,None
B020118,2025-02-01,R481,Standard,Booked,123.27,2,2025-02-01,2025-02-02,No,Yes,Yes,Moderate,Medium,Hans Muller,UK,Credit Card,Direct,Leisure,0,4.4,Late check-in
B020119,2025-02-03,R307,Standard,Booked,125.09,3,2025-02-03,2025-02-07,Yes,Yes,Yes,Moderate,Medium,Hans Muller,France,Debit Card,Travel Agent,Business,19,3.1,Extra towels
B020120,2025-02-02,R204,Deluxe,Cancelled,222.68,1,2025-02-02,2025-02-07,No,Yes,Yes,Moderate,Medium,Emma Jones,Germany,Cash,OTA,Leisure,1,4.7,None
B020121,2025-02-24,R408,Deluxe,Booked,240.61,1,2025-02-24,2025-02-25,No,No,Yes,Moderate,Medium,Hans Muller,Japan,Cash,Direct,Leisure,3,3.3,Late check-in
B020122,2025-02-22,R349,Deluxe,No-Show,248.19,4,2025-02-22,2025-02-24,Yes,No,Yes,Moderate,Medium,Emma Jones,Canada,Credit Card,Direct,Leisure,19,4.9,Extra towels
B020123,2025-02-22,R120,Standard,Available,131.57,0,,,No,No,Yes,Moderate,Medium,,,,,,2,4.5,
B020124,2025-02-27,R272,Standard,Booked,108.98,1,2025-02-27,2025-03-02,No,No,No,Moderate,Medium,Hans Muller,UK,Debit Card,OTA,Business,0,3.1,None
B020125,2025-02-09,R215,Deluxe,Available,259.65,0,,,Yes,No,Yes,Moderate,Medium,,,,,,5,3.9,
B020126,2025-02-22,R171,Standard,Cancelled,120.33,1,2025-02-22,2025-02-24,No,No,Yes,Moderate,Medium,Hans Muller,Canada,Cash,OTA,Leisure,12,4.4,Extra towels
B020127,2025-02-20,R131,Deluxe,No-Show,239.73,4,2025-02-20,2025-02-22,Yes,Yes,No,Moderate,Medium,Emma Jones,France,Credit Card,Travel Agent,Business,17,4.7,None
B020128,2025-02-21,R149,Standard,Booked,111.15,2,2025-02-21,2025-02-26,Yes,No,Yes,Moderate,Medium,Emma Jones,Japan,Cash,OTA,Leisure,17,3.0,Extra towels
B020129,2025-02-06,R297,Standard,Booked,131.17,2,2025-02-06,2025-02-08,No,Yes,No,Moderate,Medium,Yuki Tanaka,Germany,Credit Card,OTA,Leisure,9,3.9,None
B020130,2025-02-13,R430,Deluxe,Booked,244.54,3,2025-02-13,2025-02-15,Yes,No,No,Moderate,Medium,Yuki Tanaka,USA,Credit Card,OTA,Leisure,1,4.6,None
B020131,2025-02-09,R158,Deluxe,Available,241.55,0,,,Yes,No,No,Moderate,Medium,,,,,,7,3.8,
B020132,2025-02-01,R343,Suite,Booked,454.11,4,2025-02-01,2025-02-02,No,No,Yes,Moderate,Medium,John Smith,Germany,Debit Card,Travel Agent,Business,11,3.8,None
B020133,2025-02-20,R402,Deluxe,No-Show,235.91,2,2025-02-20,2025-02-24,No,Yes,Yes,Moderate,Medium,Hans Muller,Canada,Cash,Direct,Leisure,16,4.5,Extra towels
B020134,2025-02-25,R301,Suite,Booked,494.55,3,2025-02-25,2025-02-26,No,Yes,Yes,Moderate,Medium,Marie Dubois,USA,Credit Card,Travel Agent,Leisure,20,3.3,None
B020135,2025-02-18,R446,Suite,Cancelled,507.12,2,2025-02-18,2025-02-23,No,No,No,Moderate,Medium,John Smith,Germany,Credit Card,Direct,Business,8,3.8,Extra towels
B020136,2025-02-10,R162,Deluxe,Available,226.35,0,,,Yes,No,Yes,Moderate,Medium,,,,,,4,3.6,
B020137,2025-02-26,R237,Standard,Cancelled,117.27,3,2025-02-26,2025-03-03,Yes,No,Yes,Moderate,Medium,Emma Jones,USA,Credit Card,Direct,Leisure,5,4.8,Extra towels
B020138,2025-02-13,R237,Suite,Booked,483.1,3,2025-02-13,2025-02-14,Yes,No,Yes,Moderate,Medium,Emma Jones,UK,Debit Card,Direct,Leisure,16,4.9,Extra towels
B020139,2025-02-21,R313,Suite,Available,457.4,0,,,No,No,No,Moderate,Medium,,,,,,13,3.8,
B020140,2025-02-19,R198,Deluxe,Booked,237.96,4,2025-02-19,2025-02-23,Yes,Yes,Yes,Moderate,Medium,John Smith,USA,Cash,Travel Agent,Business,5,3.2,None
B020141,2025-02-08,R114,Deluxe,Booked,254.86,3,2025-02-08,2025-02-10,No,No,No,Moderate,Medium,Emma Jones,Germany,Debit Card,OTA,Business,12,4.9,Extra towels
B020142,2025-02-01,R423,Deluxe,No-Show,254.1,4,2025-02-01,2025-02-06,Yes,No,No,Moderate,Medium,Marie Dubois,USA,Credit Card,Direct,Business,7,3.5,None
B020143,2025-02-02,R264,Deluxe,Cancelled,248.52,4,2025-02-02,2025-02-06,Yes,Yes,Yes,Moderate,Medium,Hans Muller,Japan,Credit Card,OTA,Business,9,3.8,None
B020144,2025-02-26,R230,Deluxe,Booked,230.3,3,2025-02-26,2025-02-28,Yes,No,Yes,Moderate,Medium,Hans Muller,Canada,Credit Card,OTA,Business,14,4.0,Extra towels
B020145,2025-02-20,R267,Standard,Booked,118.48,3,2025-02-20,2025-02-25,Yes,No,Yes,Moderate,Medium,Yuki Tanaka,Germany,Debit Card,Direct,Leisure,9,3.1,Late check-in
B020146,2025-02-02,R255,Deluxe,Booked,230.67,3,2025-02-02,2025-02-03,No,Yes,Yes,Moderate,Medium,Marie Dubois,Canada,Credit Card,Travel Agent,Business,4,4.5,Late check-in
B020147,2025-02-26,R176,Standard,Booked,124.85,2,2025-02-26,2025-02-28,Yes,No,No,Moderate,Medium,John Smith,France,Credit Card,Travel Agent,Business,14,3.9,Late check-in
B020148,2025-02-12,R139,Standard,Available,126.23,0,,,Yes,Yes,Yes,Moderate,Medium,,,,,,16,4.7,
B020149,2025-02-18,R417,Standard,Available,120.56,0,,,No,No,No,Moderate,Medium,,,,,,11,3.6,
B020150,2025-02-02,R189,Deluxe,Available,250.33,0,,,Yes,Yes,Yes,Moderate,Medium,,,,,,14,4.9,
B020151,2025-02-15,R350,Deluxe,Available,256.25,0,,,No,No,No,Moderate,Medium,,,,,,12,3.6,
B020152,2025-02-12,R144,Deluxe,Cancelled,240.31,2,2025-02-12,2025-02-17,Yes,Yes,No,Moderate,Medium,Hans Muller,Germany,Cash,OTA,Leisure,12,3.2,Late check-in
B020153,2025-02-07,R488,Suite,Booked,488.29,4,2025-02-07,2025-02-08,Yes,Yes,No,Moderate,Medium,Emma Jones,Japan,Cash,Travel Agent,Leisure,19,4.8,Late check-in
B020154,2025-02-07,R409,Standard,Available,131.41,0,,,Yes,Yes,No,Moderate,Medium,,,,,,12,4.7,
B020155,2025-02-18,R216,Suite,Booked,495.24,2,2025-02-18,2025-02-21,Yes,Yes,No,Moderate,Medium,Emma Jones,UK,Credit Card,OTA,Business,7,3.8,Late check-in
B020156,2025-02-19,R169,Standard,Available,126.38,0,,,Yes,No,Yes,Moderate,Medium,,,,,,19,4.2,
B020157,2025-02-19,R181,Suite,Booked,432.61,2,2025-02-19,2025-02-23,Yes,Yes,No,Moderate,Medium,Emma Jones,Japan,Cash,Direct,Business,9,3.6,Extra towels
B020158,2025-02-01,R215,Suite,Available,436.54,0,,,No,No,Yes,Moderate,Medium,,,,,,20,3.0,
B020159,2025-02-07,R273,Deluxe,Booked,223.28,3,2025-02-07,2025-02-11,No,No,Yes,Moderate,Medium,Emma Jones,France,Debit Card,Direct,Leisure,1,4.8,None
B020160,2025-02-10,R145,Deluxe,Booked,243.15,1,2025-02-10,2025-02-14,No,No,Yes,Moderate,Medium,Yuki Tanaka,UK,Cash,Direct,Leisure,2,3.2,None
