booking_id,date,room_id,room_type,status,price,guest_count,check_in,check_out,wifi,parking,breakfast,season,occupancy_level,guest_name,country,payment_method,booking_channel,stay_purpose,discount_pct,review_score,special_request
B040087,2025-04-05,R158,Suite,Booked,371.61,3,2025-04-05,2025-04-08,No,Yes,Yes,Low,Low,Emma Jones,Germany,Cash,Direct,Leisure,14,4.4,Extra towels
B040088,2025-04-09,R110,Suite,Available,395.43,0,,,Yes,Yes,No,Low,Low,,,,,,16,3.9,
B040089,2025-04-23,R228,Standard,Available,104.2,0,,,Yes,No,Yes,Low,Low,,,,,,10,3.0,
B040090,2025-04-08,R216,Deluxe,Booked,184.0,4,2025-04-08,2025-04-09,No,Yes,No,Low,Low,Yuki Tanaka,Germany,Cash,OTA,Leisure,15,3.1,None
B040091,2025-04-16,R248,Deluxe,Booked,191.12,2,2025-04-16,2025-04-18,Yes,Yes,Yes,Low,Low,Yuki Tanaka,Canada,Debit Card,OTA,Business,15,4.0,Late check-in
B040092,2025-04-10,R159,Suite,Available,378.24,0,,,No,No,No,Low,Low,,,,,,11,4.8,
B040093,2025-04-22,R316,Suite,Available,420.08,0,,,No,Yes,No,Low,Low,,,,,,11,4.0,
B040094,2025-04-06,R493,Suite,No-Show,420.2,4,2025-04-06,2025-04-09,Yes,Yes,Yes,Low,Low,Emma Jones,UK,Credit Card,Travel Agent,Leisure,10,3.9,Late check-in
B040095,2025-04-13,R392,Deluxe,Available,189.04,0,,,No,Yes,No,Low,Low,,,,,,4,4.8,
B040096,2025-04-19,R480,Standard,No-Show,95.35,2,2025-04-19,2025-04-23,No,No,No,Low,Low,Emma Jones,USA,Cash,Direct,Business,13,3.4,Late check-in
B040097,2025-04-18,R491,Deluxe,No-Show,214.91,4,2025-04-18,2025-04-23,Yes,Yes,Yes,Low,Low,Emma Jones,UK,Cash,Travel Agent,Business,20,3.8,Late check-in
B040098,2025-04-19,R473,Standard,Available,99.81,0,,,Yes,Yes,Yes,Low,Low,,,,,,19,4.0,
B040099,2025-04-04,R192,Standard,Available,91.55,0,,,Yes,Yes,No,Low,Low,,,,,,0,3.2,
B040100,2025-04-26,R413,Suite,Booked,394.06,3,2025-04-26,2025-04-29,Yes,No,No,Low,Low,John Smith,Japan,Credit Card,Travel Agent,Business,16,4.7,Extra towels
B040101,2025-04-20,R279,Deluxe,Available,209.78,0,,,No,No,Yes,Low,Low,,,,,,10,3.5,
B040102,2025-04-18,R402,Standard,Available,103.08,0,,,No,No,No,Low,Low,,,,,,4,3.9,
B040103,2025-04-05,R393,Standard,Booked,103.91,4,2025-04-05,2025-04-07,No,No,Yes,Low,Low,Emma Jones,Canada,Cash,Direct,Business,16,3.1,None
B040104,2025-04-17,R154,Deluxe,Booked,201.86,4,2025-04-17,2025-04-18,No,No,Yes,Low,Low,Emma Jones,USA,Cash,Travel Agent,Leisure,10,3.8,Extra towels
B040105,2025-04-16,R344,Suite,Available,400.79,0,,,Yes,No,No,Low,Low,,,,,,1,3.0,
B040106,2025-04-17,R161,Suite,Booked,395.29,2,2025-04-17,2025-04-19,No,Yes,Yes,Low,Low,John Smith,Canada,Credit Card,Travel Agent,Business,3,4.9,None
B040107,2025-04-06,R308,Standard,Available,105.25,0,,,No,No,No,Low,Low,,,,,,11,3.4,
B040108,2025-04-18,R484,Deluxe,Available,189.17,0,,,Yes,No,No,Low,Low,,,,,,13,4.6,
B040109,2025-04-19,R247,Standard,Available,96.8,0,,,No,Yes,No,Low,Low,,,,,,19,4.0,
B040110,2025-04-12,R164,Deluxe,Available,209.72,0,,,Yes,Yes,No,Low,Low,,,,,,11,4.6,
B040111,2025-04-17,R223,Standard,Available,99.77,0,,,Yes,Yes,No,Low,Low,,,,,,15,3.9,
B040112,2025-04-07,R112,Standard,Available,108.81,0,,,No,No,Yes,Low,Low,,,,,,7,3.9,
B040113,2025-04-15,R147,Deluxe,Booked,211.34,1,2025-04-15,2025-04-20,No,Yes,Yes,Low,Low,Yuki Tanaka,USA,Credit Card,Direct,Leisure,11,3.0,None
B040114,2025-04-16,R362,Standard,Cancelled,91.08,1,2025-04-16,2025-04-18,Yes,Yes,No,Low,Low,Emma Jones,UK,Debit Card,OTA,Leisure,4,4.0,Late check-in
B040115,2025-04-20,R306,Deluxe,Available,181.3,0,,,No,No,No,Low,Low,,,,,,18,3.7,
B040116,2025-04-12,R266,Deluxe,Cancelled,182.16,1,2025-04-12,2025-04-16,No,Yes,No,Low,Low,Hans Muller,Germany,Credit Card,Direct,Leisure,11,4.3,None
B040117,2025-04-23,R222,Standard,Booked,95.79,4,2025-04-23,2025-04-24,No,Yes,Yes,Low,Low,Yuki Tanaka,USA,Credit Card,Direct,Business,1,4.1,None
B040118,2025-04-12,R301,Standard,Booked,97.88,2,2025-04-12,2025-04-15,Yes,Yes,No,Low,Low,Marie Dubois,Germany,Debit Card,Travel Agent,Business,12,4.3,Late check-in
B040119,2025-04-05,R400,Deluxe,Booked,182.59,4,2025-04-05,2025-04-08,No,Yes,Yes,Low,Low,Marie Dubois,Canada,Credit Card,OTA,Business,13,4.8,None
B040120,2025-04-14,R373,Deluxe,No-Show,195.86,1,2025-04-14,2025-04-19,No,No,Yes,Low,Low,Yuki Tanaka,France,Cash,Travel Agent,Leisure,8,4.0,Late check-in
B040121,2025-04-26,R131,Standard,Available,101.0,0,,,No,No,Yes,Low,Low,,,,,,7,3.0,
B040122,2025-04-02,R358,Suite,Cancelled,375.39,2,2025-04-02,2025-04-04,Yes,No,No,Low,Low,Marie Dubois,UK,Debit Card,Travel Agent,Business,2,3.6,None
B040123,2025-04-14,R136,Suite,Available,416.99,0,,,Yes,No,Yes,Low,Low,,,,,,4,3.8,
B040124,2025-04-28,R217,Standard,Available,98.0,0,,,No,Yes,No,Low,Low,,,,,,12,3.8,
B040125,2025-04-12,R341,Deluxe,Available,187.12,0,,,No,Yes,Yes,Low,Low,,,,,,13,4.4,
B040126,2025-04-23,R204,Suite,Booked,395.26,4,2025-04-23,2025-04-25,Yes,Yes,No,Low,Low,Emma Jones,Canada,Credit Card,Direct,Business,2,3.5,Late check-in
B040127,2025-04-20,R203,Suite,Available,418.79,0,,,Yes,Yes,Yes,Low,Low,,,,,,0,3.1,
B040128,2025-04-10,R241,Deluxe,Booked,205.85,4,2025-04-10,2025-04-15,No,No,No,Low,Low,Hans Muller,USA,Credit Card,Direct,Business,14,4.0,Extra towels
B040129,2025-04-10,R266,Suite,Cancelled,394.5,3,2025-04-10,2025-04-13,Yes,No,Yes,Low,Low,John Smith,UK,Cash,OTA,Leisure,11,3.0,None
B040130,2025-04-25,R283,Suite,Available,393.41,0,,,Yes,Yes,Yes,Low,Low,,,,,,5,3.1,
B040131,2025-04-02,R373,Suite,Available,369.46,0,,,No,Yes,No,Low,Low,,,,,,5,4.1,
B040132,2025-04-16,R238,Deluxe,Available,188.01,0,,,No,No,Yes,Low,Low,,,,,,7,3.6,
B040133,2025-04-28,R322,Suite,Available,402.3,0,,,No,No,No,Low,Low,,,,,,16,4.0,
B040134,2025-04-13,R333,Suite,Available,388.15,0,,,No,Yes,No,Low,Low,,,,,,3,4.0,
B040135,2025-04-28,R491,Standard,Available,101.34,0,,,Yes,No,No,Low,Low,,,,,,20,4.9,
B040136,2025-04-10,R102,Suite,Booked,438.47,1,2025-04-10,2025-04-12,No,Yes,No,Low,Low,John Smith,France,Credit Card,Travel Agent,Business,6,4.1,None
B040137,2025-04-17,R206,Standard,Booked,100.43,1,2025-04-17,2025-04-19,No,No,Yes,Low,Low,Emma Jones,France,Cash,OTA,Business,11,5.0,Late check-in
B040138,2025-04-18,R313,Deluxe,Available,197.7,0,,,No,Yes,Yes,Low,Low,,,,,,18,4.0,
B040139,2025-04-23,R279,Suite,Available,396.14,0,,,Yes,Yes,Yes,Low,Low,,,,,,7,4.9,
B040140,2025-04-28,R168,Suite,Available,366.62,0,,,Yes,No,No,Low,Low,,,,,,17,3.6,
B040141,2025-04-08,R100,Standard,Available,104.8,0,,,Yes,No,Yes,Low,Low,,,,,,10,3.5,
B040142,2025-04-22,R173,Suite,Booked,437.91,1,2025-04-22,2025-04-24,Yes,No,No,Low,Low,Hans Muller,UK,Cash,OTA,Leisure,3,4.2,Late check-in
B040143,2025-04-23,R457,Standard,Cancelled,102.65,4,2025-04-23,2025-04-25,Yes,Yes,Yes,Low,Low,Yuki Tanaka,Germany,Debit Card,Travel Agent,Business,6,4.1,Extra towels
B040144,2025-04-06,R460,Standard,Booked,106.4,3,2025-04-06,2025-04-10,No,No,Yes,Low,Low,John Smith,USA,Credit Card,OTA,Business,18,3.0,None
B040145,2025-04-26,R274,Standard,Available,99.25,0,,,No,Yes,Yes,Low,Low,,,,,,20,3.1,
B040146,2025-04-22,R424,Deluxe,Available,212.68,0,,,No,Yes,Yes,Low,Low,,,,,,4,4.5,
B040147,2025-04-23,R425,Standard,Booked,99.56,3,2025-04-23,2025-04-24,No,No,Yes,Low,Low,Yuki Tanaka,USA,Credit Card,Direct,Business,9,4.4,None
B040148,2025-04-07,R188,Suite,No-Show,408.64,3,2025-04-07,2025-04-10,No,No,No,Low,Low,John Smith,UK,Credit Card,Travel Agent,Leisure,3,4.8,Late check-in
B040149,2025-04-19,R261,Deluxe,Booked,204.92,4,2025-04-19,2025-04-22,Yes,No,No,Low,Low,Hans Muller,USA,Debit Card,Travel Agent,Leisure,5,3.3,Late check-in
B040150,2025-04-10,R215,Standard,No-Show,104.39,4,2025-04-10,2025-04-14,Yes,Yes,Yes,Low,Low,Yuki Tanaka,France,Credit Card,Travel Agent,Business,8,4.8,Extra towels
B040151,2025-04-02,R365,Standard,Available,94.13,0,,,No,Yes,No,Low,Low,,,,,,18,3.8,
B040152,2025-04-27,R265,Standard,Available,90.8,0,,,Yes,No,No,Low,Low,,,,,,4,3.6,
B040153,2025-04-16,R371,Standard,Available,96.99,0,,,No,Yes,No,Low,Low,,,,,,6,4.6,
B040154,2025-04-10,R397,Standard,Booked,105.74,4,2025-04-10,2025-04-13,No,Yes,No,Low,Low,Marie Dubois,Canada,Cash,Direct,Leisure,8,4.9,None
B040155,2025-04-02,R216,Standard,Available,108.55,0,,,Yes,No,Yes,Low,Low,,,,,,13,4.9,
B040156,2025-04-13,R178,Deluxe,Available,200.81,0,,,No,Yes,Yes,Low,Low,,,,,,2,4.1,
B040157,2025-04-22,R377,Suite,Booked,388.43,3,2025-04-22,2025-04-24,Yes,No,No,Low,Low,Marie Dubois,USA,Credit Card,Direct,Leisure,1,3.1,Late check-in
B040158,2025-04-04,R195,Deluxe,Available,198.2,0,,,No,No,Yes,Low,Low,,,,,,12,4.3,
B040159,2025-04-28,R362,Standard,Available,108.58,0,,,No,No,Yes,Low,Low,,,,,,3,4.0,
B040160,2025-04-21,R405,Standard,Available,102.66,0,,,Yes,Yes,No,Low,Low,,,,,,4,4.3,
B040161,2025-04-27,R293,Standard,Available,101.9,0,,,No,Yes,Yes,Low,Low,,,,,,20,3.2,
B040162,2025-04-04,R215,Deluxe,Booked,194.39,4,2025-04-04,2025-04-07,Yes,Yes,No,Low,Low,Hans Muller,Japan,Cash,Travel Agent,Business,2,3.7,None
B040163,2025-04-25,R166,Suite,Booked,432.61,1,2025-04-25,2025-04-28,Yes,No,No,Low,Low,John Smith,UK,Cash,OTA,Business,12,4.4,Late check-in
B040164,2025-04-11,R187,Standard,Available,103.11,0,,,No,Yes,Yes,Low,Low,,,,,,20,4.1,
B040165,2025-04-21,R289,Suite,Available,423.14,0,,,No,No,No,Low,Low,,,,,,13,4.9,
B040166,2025-04-04,R130,Deluxe,Booked,191.22,4,2025-04-04,2025-04-06,Yes,No,No,Low,Low,John Smith,France,Credit Card,Direct,Leisure,20,3.0,Late check-in
B040167,2025-04-08,R323,Deluxe,Available,202.57,0,,,Yes,Yes,No,Low,Low,,,,,,5,4.0,
B040168,2025-04-28,R474,Suite,Cancelled,437.2,3,2025-04-28,2025-04-30,No,Yes,No,Low,Low,Marie Dubois,Japan,Cash,Direct,Business,9,4.2,None
B040169,2025-04-22,R425,Standard,Booked,94.17,2,2025-04-22,2025-04-23,Yes,No,Yes,Low,Low,Emma Jones,Canada,Debit Card,Direct,Leisure,10,4.0,Late check-in
B040170,2025-04-15,R435,Suite,Available,388.6,0,,,No,Yes,No,Low,Low,,,,,,20,3.8,
B040171,2025-04-19,R430,Deluxe,No-Show,207.94,4,2025-04-19,2025-04-21,Yes,No,Yes,Low,Low,Marie Dubois,UK,Debit Card,OTA,Leisure,19,4.7,Late check-in
B040172,2025-04-06,R457,Suite,Available,382.36,0,,,No,Yes,Yes,Low,Low,,,,,,15,5.0,
B040173,2025-04-20,R164,Standard,Available,91.71,0,,,Yes,Yes,Yes,Low,Low,,,,,,17,3.2,
B040174,2025-04-02,R159,Suite,Available,437.73,0,,,Yes,Yes,No,Low,Low,,,,,,16,4.5,
B040175,2025-04-18,R188,Suite,No-Show,438.86,4,2025-04-18,2025-04-23,No,No,Yes,Low,Low,Marie Dubois,Japan,Cash,Direct,Business,10,4.0,Late check-in
B040176,2025-04-14,R478,Standard,Available,108.37,0,,,No,Yes,Yes,Low,Low,,,,,,19,4.1,
B040177,2025-04-10,R397,Deluxe,Available,202.72,0,,,Yes,Yes,No,Low,Low,,,,,,5,4.1,
B040178,2025-04-03,R411,Suite,Booked,360.45,1,2025-04-03,2025-04-05,No,Yes,No,Low,Low,Hans Muller,USA,Credit Card,Direct,Leisure,7,4.5,None
B040179,2025-04-22,R344,Standard,Booked,101.8,2,2025-04-22,2025-04-26,Yes,Yes,Yes,Low,Low,Emma Jones,USA,Credit Card,OTA,Business,18,3.2,Extra towels
B040180,2025-04-17,R406,Deluxe,Booked,180.91,2,2025-04-17,2025-04-21,Yes,Yes,Yes,Low,Low,Hans Muller,Germany,Cash,Travel Agent,Leisure,15,4.8,Extra towels
B040181,2025-04-05,R312,Suite,Available,377.49,0,,,No,No,Yes,Low,Low,,,,,,19,4.2,
B040182,2025-04-02,R474,Suite,Cancelled,412.47,3,2025-04-02,2025-04-06,No,No,Yes,Low,Low,John Smith,USA,Credit Card,OTA,Leisure,0,4.7,Late check-in
B040183,2025-04-04,R431,Suite,No-Show,403.56,1,2025-04-04,2025-04-09,Yes,No,Yes,Low,Low,John Smith,USA,Debit Card,OTA,Business,20,3.1,Extra towels
B040184,2025-04-28,R273,Deluxe,Available,187.35,0,,,No,Yes,No,Low,Low,,,,,,1,3.0,
B040185,2025-04-22,R491,Standard,Available,97.82,0,,,No,Yes,No,Low,Low,,,,,,19,4.9,
B040186,2025-04-19,R292,Deluxe,Booked,198.95,4,2025-04-19,2025-04-20,No,No,No,Low,Low,John Smith,France,Cash,Travel Agent,Business,6,4.9,None
B040187,2025-04-06,R269,Deluxe,Available,218.33,0,,,Yes,No,Yes,Low,Low,,,,,,3,4.7,
B040188,2025-04-19,R384,Deluxe,Cancelled,198.87,3,2025-04-19,2025-04-21,No,Yes,No,Low,Low,Yuki Tanaka,Japan,Cash,Travel Agent,Leisure,11,3.9,None
B040189,2025-04-01,R305,Standard,No-Show,103.2,2,2025-04-01,2025-04-04,Yes,Yes,Yes,Low,Low,Emma Jones,Japan,Credit Card,Direct,Business,0,3.9,None
